Q_ID,FACTOR,SUPER FACTOR,ITEM HEBREW,ITEM ENGLISH,REV,RANK / SCALE,TYPE, FIT HEBREW,FIT ENGLISH,ANSWER HEBREW,ANSWER ENGLISH,ANS_OPT_HEBREW,ANS_OPT_ENGLISH,AYALON,NEW PILOT,DEMO,Ayalon pre-callibration,Nike,INCLUDED
cognitive_arithmetic_6,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
יצרן פלדה משלב 98 ק""ג ברזל עם 2 ק""ג פחמן על מנת ליצור יחידה פלדה. כמה ק""ג ברזל יצטרך על מנת ליצור 1/2 יחידת פלדה? ",A steel manufacturer combines 98 kg of iron with 2 kg of carbon to make one unit of steel. How many kg of iron were used to manufacture 1/2 of unit of steel?,,,C,,,49,49,"50, 198,49, 1, 15","50, 198,49, 1, 15",,yes,,,,
cognitive_arithmetic_7,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
שלושה צבעים מסוגלים לצבוע שלושה קירות בשלוש דקות. כמה צבעים נדרשים לצביעת 27 קירות ב-9 דקות?",Three painters can paint three walls in three minutes. How many painters do you need to paint 27 walls in 9 minutes?,,,C,,,9,9,"3, 6, 9, 12, 15","3, 6, 9, 12, 15",yes,yes,,,,
cultural_interpersonal_7,cultural interpersonal,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
יחס מכבד של ההנהלה",Respectful treatment from management.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cognitive_quantitivelogic_2,cognitive - quantitive logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י. <br><br>
עוד שש שנים, דנה תהיה כפליים בגיל מרוני. לפני שנה, דנה הייתה פי תשעה בגיל מרוני. בת כמה דנה היום?","Six years from now, Emma will be two times older than Sophia. A year ago, Emma was nine times older than Sophia. How old is Emma today? ",,,C,,,10,10,"9, 10, 11, 12, 14","9, 10, 11, 12, 14",yes,yes,yes,yes,,"AYALON,EH,"
cognitive_quantitivelogic_3,cognitive - quantitive logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י. <br><br>
בכיתת מדעים יש פי שניים בנים מבנות. במבחן המסכם ממוצע הבנות היה 90 נקודות והכיתה כולה השיגה ממוצע של 80. מה הממוצע של הבנים בכיתה?",There are twice as many boys in a science class as girls. The girls final test average was 90 points and the whole class got an average of 80. What was average grade of the boys?,,,C,,,75,75,"75, 85, 80, 70","75, 85, 80, 70",,,,yes,,"AYALON,EH,"
biographical_1,biographic,biographic,כשמסרבים לבקשה שלי בנושא שחשוב לי אני,When someone refuse my request for a subject that is important to me I,,,B,,,מעולם לא סירבו לי : honestyItem; מתעצבן/ת ותופס/ת מרחק : 1; נפגע/ת ומתכנס/ת בעצמי : 1; מתעצבן/ת ומנסה לשכנע : 3; לא מתייאש/ת ומנסה לשכנע : 4; מנסה להבין את הסיבות לסירוב ולשוחח על העניין : 7,no one ever refused me: honestyItem; get angry and takes a step back : 1; get offended and withdraw into myself: 1; get angry and try to convince  : 4; don't give up and try to convince : 5; Try to understand the reasons for the refusal and to discuss the matter: 7,,,yes,yes,,,,
biographical_2,biographic,biographic,"כשמישהו מעליב אותי או פוגע בכבודי, אני",When someone offend or insult me I,,,B,,,אף אחד לא העליב אותי אף פעם : honestyItem; מעליב/ה אותו בחזרה : 1; נפגע/ת ומתרחק/ת ממנו : 3; מעמיד/ה אותו במקום : 4; מתעלם/ת :4; אומר/ת לו שנפגעתי ושהתנהגותו לא הייתה לעניין : 7,no one ever insulted me: honestyItem; insult him back: 1; get offended and stay away:3; put him in his place: 4; ignore :4; tell him that I was offended and that his behavior wasn't appropriate: 7,,,yes,yes,,yes,,"AYALON,EH,"
biographical_3,biographic,biographic,"כשפוגעים בי ולאחר מכן מבקשים סליחה, אני בדרך כלל",When someone insults me and then ask forgiveness I usually,,,B,,,אף פעם לא פגעו בי : honestyItem; לא סולח/ת : 1; סולח/ת אבל לא שוכח/ת : 3; סולח/ת אבל תופס/ת מרחק : 3; סולח/ת תמיד : 4; סולח/ת אם אני מרגיש/ה שההתנצלות הייתה כנה : 7,no one ever insulted me: honestyItem; don’t forgive: 1; forgive but not forget : 3; forgive but stay away : 3; always forgive : 4; forgive if I feel the apology was sincere: 7,,,yes,yes,,,,
biographical_4r,biographic,biographic,"בהשוואה לחברים שלי, יש לי ""פיוז"" קצר (סבלנות נמוכה)","Compared to my friends, I have a low patience",yes,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true :7; true: 6; neither true nor false: 4; not true : 2; completely not true : 1,,,yes,yes,,,Yes,NIKE
biographical_5r,biographic,biographic,חברים שלי יגידו שאני לוקח/ת דברים ללב,My friends will say I take things to heart,yes,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true : 1; true: 2; neither true nor false: 4; not true : 6; completely not true : 7,,,yes,yes,,,Yes,NIKE
biographical_6r,biographic,biographic,לוקח לי הרבה זמן להתאושש מפגיעה,It takes me a long time to recover from an insult,yes,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true : 1; true: 2; neither true nor false: 4; not true : 6; completely not true : 7,,,yes,yes,,,,
biographical_7r,biographic,biographic,"כשאני עצבני/ת, אני נוטה להוציא עצבים על אנשים שקרובים אליי","When I'm nervous, I tend to get my nerves out on people who are close to me",yes,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true : 1; true: 2; neither true nor false: 4; not true : 6; completely not true : 7,,,yes,yes,,,,
biographical_8r,biographic,biographic,"לפני שאני אומר/ת או עושה משהו, אני תמיד חושב/ת מה אחרים יחשבו או יגידו על זה","Before I say or do something, I always think what others will think or say about it",yes,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true : 1; true: 2; neither true nor false: 4; not true : 6; completely not true : 7,,,yes,yes,,,,
biographical_9,biographic,biographic,אילו מבין המשפטים הבאים מתאר בצורה הטובה ביותר כיצד את/ה מתנהג/ת במצבי עימות?,Which of the following sentences best describes how you behave in conflict situations?,,,B,,,"מעולם לא הייתי במצב של עימות : honestyItem; אני מאוד ""דוגרי"", אומר/ת דברים ישר בפנים : 1; אני מרכך/ת את הדברים ואומר/ת אותם בצורה שיהיה יותר קל לצד השני לשמוע : 4; אני חושש/ת לפגוע בצד השני ולכן לרוב נמנע/ת ממצבי עימות : 5; אני חושש/ת לפגוע בצד השני ואומר/ת את הדברים ממש בעדינות : 7","I've never been in a situation of conflict : honestyItem; I am a straightforward person, I say things directly : 1; I soften things up and say them in a way that makes it easier for the other side to hear : 4; I am afraid of harming the other side,  therefore I usually avoid situations of conflict and things to myself: 5; I'm afraid of hurting the other side and say things very gently : 7",,,yes,yes,,,,
biographical_10,biographic,biographic,אילו מבין המשפטים הבאים מתאר בצורה הטובה ביותר את תפיסת עולמך?,Which of the following sentences best describes your worldview,,,B,,,"בני אדם הם יצורים מושלמים : 1; בני אדם הם אינטרסנטים (דואגים לעצמם לפני אחרים) מטבעם : 1; יש בני אדם טובים ויש בני אדם רעים בעולם : 3; אדם יכול להיות טוב או רע, תלוי במצב : 7; בני אדם הם טובים מטבעם : 7","Humans are perfect creatures: 1; People are self-interested (taking care of themselves before others) by nature : 1; There are good people and bad people in the world:3; A person can be good or bad, depending on the situation: 7; People are good by nature : 7",,,yes,yes,,,,
biographical_11,biographic,biographic,"אם היינו מבקשים מהחבר/ה הכי טוב/ה שלך לבחור בשבילך את אחת מהעבודות הבאות, איזו הוא/היא היה בוחר/ת?","If we asked your best friend to choose one of the following jobs for you, what would he/she choose?",,,B,,,חוקר/ת במעבדה : 1; איש/אשת מחשבים :3; נגר/ית : 3; כלכלן/ית : 4; וטרינר/ית : 6; עובד סוציאלי/ת: 7,Researcher in the laboratory : 1; Computer guy : 3; Carpenter: 3;Economist : 4; Veterinarian : 6; Social Worker: 7,,,yes,yes,,yes,,"AYALON,EH,"
biographical_12,biographic,biographic,בבית הספר הייתי לומד למבחנים לבד,,,,B,,,נכון מאוד : 7; נכון : 6; ככה-ככה : 4; לא נכון : 2; ממש לא נכון : 1,completely true : 1; true: 2; neither true nor false: 4; not true : 6; completely not true : 7,,,,,,yes,,"AYALON,EH,"
